ride ID,latitude,longitude,time_received,vehicle_id,distance_along_trip,inferred_direction_id,inferred_phase,inferred_route_id,inferred_trip_id,next_scheduled_stop_distance,next_scheduled_stop_id
2785,40.874511,-73.909451,2014-08-01 12:51:26,5582,"6,129.41377303343",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,16.801068060500256,MTA_100579
2786,40.608799,-73.92141,2014-08-01 12:51:29,4961,"6,786.57545007144",1,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,441.3703515080997,MTA_901093
2787,40.580546,-74.113404,2014-08-01 12:51:32,4513,"8,682.32198760426",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,27.581733816914493,MTA_202207
2788,40.8576,-73.848653,2014-08-01 12:51:38,4768,"6,860.37868749067",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,845.809616904924,MTA_100317
2789,40.862708,-73.908493,2014-08-01 12:51:41,5757,125.466022470748,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,2.6694898398018267,MTA_103051
2790,40.876837,-73.889742,2014-08-01 12:51:45,6215,"3,005.83763534473",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,3.8184156847710256,MTA_100017
2791,40.865114,-73.823953,2014-08-01 12:51:48,4424,720.314651682096,1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,226.3613514128483,MTA_101737
2792,40.766926,-73.954009,2014-08-01 12:51:51,5249,7.73255477045495,1,LAYOVER_DURING,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,456.22073145682407,MTA_402298
2793,40.875674,-73.90817,2014-08-01 12:51:58,5582,"6,327.30879633678",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,0,MTA_100450
2794,40.608745,-73.921352,2014-08-01 12:52:01,4961,"6,796.92006768491",1,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,224.13338162520813,MTA_901093
2795,40.580442,-74.113543,2014-08-01 12:52:04,4513,"8,696.1128545127",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,13.790866908471799,MTA_202207
2796,40.857316,-73.844116,2014-08-01 12:52:09,4768,"7,245.91051287059",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,401.2678182525706,MTA_100317
2797,40.862708,-73.908493,2014-08-01 12:52:13,5757,125.466022470748,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,2.6694898398018267,MTA_103051
2798,40.877942,-73.891701,2014-08-01 12:52:16,6215,"3,226.92500076616",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,3.8184156847710256,MTA_100017
2799,40.766964,-73.953976,2014-08-01 12:52:22,5249,9.27906572454594,1,LAYOVER_DURING,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,456.22073145682407,MTA_402298
2800,40.8656,-73.823526,2014-08-01 12:52:23,4424,788.826898887917,1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,63.94476405876412,MTA_101738
2801,40.876012,-73.90781,2014-08-01 12:52:29,5582,"6,374.16143203339",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,0,MTA_100450
2802,40.60908,-73.920893,2014-08-01 12:52:32,4961,"6,910.71086143309",1,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,110.34258787702493,MTA_901093
2803,40.578826,-74.11524,2014-08-01 12:52:35,4513,"8,931.01492760197",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,260.9707719726139,MTA_202209
2804,40.857306,-73.844038,2014-08-01 12:52:40,4768,"7,249.84451108875",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,11.801994654488226,MTA_100317
2805,40.862708,-73.908493,2014-08-01 12:52:45,5757,125.466022470748,0,LAYOVER_DURING,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,2.6694898398018267,MTA_103051
2806,40.878057,-73.892029,2014-08-01 12:52:47,6215,"3,257.4188884485",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,773.7823999393368,MTA_100056
2807,40.867107,-73.821752,2014-08-01 12:52:54,4424,"1,009.20937968897",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,478.25244832643875,MTA_103538
2808,40.766964,-73.953976,2014-08-01 12:52:54,5249,9.27906572454594,1,LAYOVER_DURING,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,454.6742205027331,MTA_402298
2809,40.876394,-73.90705,2014-08-01 12:53:01,5582,"6,457.8268529202",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,117.13158924152958,MTA_100451
2810,40.60908,-73.920893,2014-08-01 12:53:04,4961,"6,972.77856711392",1,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,110.34258787702493,MTA_901093
2811,40.576941,-74.118259,2014-08-01 12:53:06,4513,"9,278.1293345271",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,79.51720149462926,MTA_202210
2812,40.856884,-73.841054,2014-08-01 12:53:12,4768,"7,506.06778305645",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,11.801994654488226,MTA_100317
2813,40.86277,-73.906017,2014-08-01 12:53:16,5757,335.541036808769,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,148.1468032130142,MTA_100796
2814,40.878853,-73.891578,2014-08-01 12:53:18,6215,"3,367.95923129698",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,743.2885122569969,MTA_100056
2815,40.766962,-73.953973,2014-08-01 12:53:25,5249,9.27906572454594,1,LAYOVER_DURING,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,454.6742205027331,MTA_402298
2816,40.8689,-73.82194,2014-08-01 12:53:26,4424,"1,304.20621697444",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,183.25561104097142,MTA_103538
2817,40.876519,-73.906686,2014-08-01 12:53:32,5582,"6,487.94640443945",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,3.34661683547165,MTA_100451
2818,40.60908,-73.920893,2014-08-01 12:53:36,4961,"6,972.77856711392",1,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2819,40.575779,-74.119959,2014-08-01 12:53:38,4513,"9,475.87561450116",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,6.954651675245259,MTA_202572
2820,40.856573,-73.837052,2014-08-01 12:53:43,4768,"7,849.04602702821",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,1135.3762559065144,MTA_103588
2821,40.86269,-73.904516,2014-08-01 12:53:48,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,148.1468032130142,MTA_100796
2822,40.882165,-73.888459,2014-08-01 12:53:49,6215,"3,817.74407461147",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,182.96332609402816,MTA_100056
2823,40.869052,-73.822965,2014-08-01 12:53:57,4424,"1,393.59919797004",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,183.25561104097142,MTA_103538
2824,40.76666,-73.95392,2014-08-01 12:53:57,5249,57.2209053013648,1,LAYOVER_DURING,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,406.7323809259142,MTA_402298
2825,40.876519,-73.906686,2014-08-01 12:54:03,5582,"6,487.94640443945",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,3.34661683547165,MTA_100451
2826,40.60908,-73.920893,2014-08-01 12:54:08,4961,"6,972.77856711392",1,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2827,40.575115,-74.121667,2014-08-01 12:54:10,4513,"9,635.5248723331",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,6.954651675245259,MTA_202572
2828,40.85607,-73.8333,2014-08-01 12:54:14,4768,"8,172.31287766826",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,812.109405266463,MTA_103588
2829,40.86269,-73.904516,2014-08-01 12:54:19,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2830,40.882529,-73.888186,2014-08-01 12:54:20,6215,"3,863.48490613498",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,137.22249457052385,MTA_100056
2831,40.766296,-73.954312,2014-08-01 12:54:28,5249,102.069722970002,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,361.8835632572773,MTA_402298
2832,40.869485,-73.825274,2014-08-01 12:54:29,4424,"1,591.64607434989",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,93.86263004537614,MTA_103538
2833,40.87655,-73.906643,2014-08-01 12:54:34,5582,"6,494.61535224866",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,289.0427947150238,MTA_100582
2834,40.60908,-73.920893,2014-08-01 12:54:40,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2835,40.576042,-74.125805,2014-08-01 12:54:41,4513,"10,016.8855369565",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,24.737198854185408,MTA_200340
2836,40.855682,-73.829478,2014-08-01 12:54:46,4768,"8,503.46428564098",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,480.9579972937354,MTA_103588
2837,40.86269,-73.904516,2014-08-01 12:54:51,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2838,40.882857,-73.888806,2014-08-01 12:54:52,6215,"3,974.02524898346",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,137.22249457052385,MTA_100056
2839,40.869538,-73.825517,2014-08-01 12:55:00,4424,"1,614.29482355303",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,31.708248884406203,MTA_103279
2840,40.766887,-73.955485,2014-08-01 12:55:02,5249,248.98826360864,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,214.9650226186386,MTA_402298
2841,40.877171,-73.905907,2014-08-01 12:55:05,5582,"6,580.99595756579",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,202.66218939789178,MTA_100582
2842,40.60908,-73.920893,2014-08-01 12:55:11,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2843,40.576303,-74.126734,2014-08-01 12:55:12,4513,"10,096.6752631151",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,342.5490587835375,MTA_200341
2844,40.854478,-73.827717,2014-08-01 12:55:18,4768,"8,680.86682562638",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,303.55545730834274,MTA_103588
2845,40.86269,-73.904516,2014-08-01 12:55:22,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2846,40.882498,-73.891051,2014-08-01 12:55:24,6215,"4,166.86488999721",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,26.434146023682842,MTA_100057
2847,40.869549,-73.825576,2014-08-01 12:55:32,4424,"1,618.82457339366",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,27.178499043777265,MTA_103279
2848,40.76762,-73.956191,2014-08-01 12:55:32,5249,395.906804247277,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,214.9650226186386,MTA_402298
2849,40.877947,-73.905396,2014-08-01 12:55:36,5582,"6,677.34355580413",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,106.31459115954931,MTA_100582
2850,40.60908,-73.920893,2014-08-01 12:55:41,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2851,40.576307,-74.126747,2014-08-01 12:55:44,4513,"10,096.6752631151",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,342.5490587835375,MTA_200341
2852,40.853265,-73.827142,2014-08-01 12:55:49,4768,"8,913.46126694056",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,70.96101599415852,MTA_103588
2853,40.86269,-73.904516,2014-08-01 12:55:53,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2854,40.882502,-73.892168,2014-08-01 12:55:55,6215,"4,262.58975130385",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,26.434146023682842,MTA_100057
2855,40.869578,-73.825848,2014-08-01 12:56:03,4424,"1,646.00307243744",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,27.178499043777265,MTA_103279
2856,40.767782,-73.956056,2014-08-01 12:56:04,5249,419.104468558642,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,68.04648198000177,MTA_402298
2857,40.878209,-73.905212,2014-08-01 12:56:07,5582,"6,710.56686554149",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,106.31459115954931,MTA_100582
2858,40.60908,-73.920893,2014-08-01 12:56:13,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2859,40.575769,-74.127443,2014-08-01 12:56:16,4513,"10,206.7803177241",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,232.44400417455472,MTA_200341
2860,40.852488,-73.827338,2014-08-01 12:56:20,4768,"8,952.88405360399",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,70.96101599415852,MTA_103588
2861,40.86269,-73.904516,2014-08-01 12:56:24,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2862,40.882713,-73.892593,2014-08-01 12:56:27,6215,"4,306.68384284754",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,163.77805430515218,MTA_103965
2863,40.870308,-73.825958,2014-08-01 12:56:35,4424,"1,745.52710283623",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,58.80965432655648,MTA_101726
2864,40.878679,-73.904866,2014-08-01 12:56:39,5582,"6,770.36882306874",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,13.289323894943664,MTA_100582
2865,40.60908,-73.920893,2014-08-01 12:56:43,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2866,40.574621,-74.129587,2014-08-01 12:56:47,4513,"10,439.2243218987",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,0,MTA_200341
2867,40.852216,-73.827231,2014-08-01 12:56:51,4768,"8,980.48000426838",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,31.538229330733884,MTA_103588
2868,40.86269,-73.904516,2014-08-01 12:56:56,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2869,40.768227,-73.956243,2014-08-01 12:56:57,5249,463.953286227279,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,0,MTA_402298
2870,40.883496,-73.893011,2014-08-01 12:56:58,6215,"4,420.06864967419",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,6.299155934812006,MTA_103965
2871,40.768227,-73.956243,2014-08-01 12:57:07,5249,462.406775273188,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,0,MTA_402298
2872,40.870736,-73.82629,2014-08-01 12:57:09,4424,"1,808.81701282369",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,358.4204528729206,MTA_101727
2873,40.878694,-73.90489,2014-08-01 12:57:11,5582,"6,770.36882306874",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,13.289323894943664,MTA_100582
2874,40.60908,-73.920893,2014-08-01 12:57:14,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2875,40.574006,-74.131355,2014-08-01 12:57:19,4513,"10,608.0434010254",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,322.7705028751807,MTA_200343
2876,40.852084,-73.827201,2014-08-01 12:57:23,4768,"8,997.79778157717",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,3.9422786663417355,MTA_103588
2877,40.86269,-73.904516,2014-08-01 12:57:28,5757,462.139214099891,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2878,40.884236,-73.893467,2014-08-01 12:57:30,6215,"4,510.83332411432",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,250.2682029787211,MTA_103956
2879,40.768397,-73.956754,2014-08-01 12:57:39,5249,510.807041898066,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,179.60606340468075,MTA_402299
2880,40.880363,-73.903787,2014-08-01 12:57:42,5582,"6,978.42525706307",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,154.4704666305479,MTA_100583
2881,40.871294,-73.829801,2014-08-01 12:57:45,4424,"2,113.47439776568",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,358.4204528729206,MTA_101727
2882,40.609081,-73.920894,2014-08-01 12:57:45,4961,"6,972.77856711392",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,48.27488219619772,MTA_901093
2883,40.57332,-74.134031,2014-08-01 12:57:50,4513,"10,851.6437805539",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,79.170123346732,MTA_200343
2884,40.851665,-73.826613,2014-08-01 12:57:54,4768,"9,078.0507734319",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,2313.9612651446805,MTA_902088
2885,40.862731,-73.903843,2014-08-01 12:58:00,5757,517.002639215298,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.54862592189238,MTA_100796
2886,40.885246,-73.894133,2014-08-01 12:58:01,6215,"4,635.96742560368",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,125.13410148936237,MTA_103956
2887,40.768987,-73.957996,2014-08-01 12:58:09,5249,633.798150533879,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,56.61495476886739,MTA_402299
2888,40.609225,-73.921057,2014-08-01 12:58:16,4961,"7,047.73007928437",1,LAYOVER_DURING,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-050000_B46_135,29.77637923182556,MTA_307920
2889,40.880549,-73.903594,2014-08-01 12:58:16,5582,"7,001.93163241989",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,130.9640912737268,MTA_100583
2890,40.871485,-73.830301,2014-08-01 12:58:17,4424,"2,158.27695437479",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,8.960511321824015,MTA_101727
2891,40.573221,-74.134877,2014-08-01 12:58:21,4513,"10,924.7238944124",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,79.170123346732,MTA_200343
2892,40.854463,-73.825602,2014-08-01 12:58:25,4768,"9,399.06274085082",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,2313.9612651446805,MTA_902088
2893,40.86268,-73.902929,2014-08-01 12:58:31,5757,595.530380171436,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,130.87956826023583,MTA_104328
2894,40.885263,-73.894153,2014-08-01 12:58:32,6215,"4,645.35248321538",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,125.13410148936237,MTA_103956
2895,40.769594,-73.959622,2014-08-01 12:58:42,5249,780.764804227147,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,127.67087891491246,MTA_402300
2896,40.881612,-73.902836,2014-08-01 12:58:47,5582,"7,139.61154292025",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,218.26412486548725,MTA_103773
2897,40.870763,-73.831026,2014-08-01 12:58:48,4424,"2,262.74577028636",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,168.27653665812613,MTA_101728
2898,40.572774,-74.138686,2014-08-01 12:58:52,4513,"11,244.9537285534",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,12.180018976418069,MTA_200343
2899,40.857443,-73.826431,2014-08-01 12:58:57,4768,"9,726.76245759096",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,1665.249580985619,MTA_902088
2900,40.862775,-73.901606,2014-08-01 12:59:03,5757,704.99329180727,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.416656624402094,MTA_104328
2901,40.884593,-73.897216,2014-08-01 12:59:04,6215,"4,935.15905035695",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,129.75197188763923,MTA_103955
2902,40.769926,-73.960298,2014-08-01 12:59:14,5249,853.43899684025,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,54.99668630180895,MTA_402300
2903,40.869409,-73.830691,2014-08-01 12:59:19,4424,"2,417.37826343166",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,168.27653665812613,MTA_101728
2904,40.611166,-73.92375,2014-08-01 12:59:19,4961,237.30703757011,0,IN_PROGRESS,MTA NYCT_B46,MTA NYCT_FB_C4-Weekday-053700_B46_135,48.02642427014143,MTA_300163
2905,40.88367,-73.901534,2014-08-01 12:59:19,5582,"7,391.27138563007",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,163.63901743721726,MTA_100585
2906,40.572623,-74.139918,2014-08-01 12:59:23,4513,"11,354.2986496967",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,218.68984228663612,MTA_203645
2907,40.861082,-73.827936,2014-08-01 12:59:29,4768,"10,148.0906648283",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,1243.9213737482933,MTA_902088
2908,40.862775,-73.901606,2014-08-01 12:59:34,5757,704.99329180727,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.416656624402094,MTA_104328
2909,40.883909,-73.898274,2014-08-01 12:59:34,6215,"5,052.25229327994",0,IN_PROGRESS,MTA NYCT_BX10,MTA NYCT_KB_C4-Weekday-050700_BX10_8,12.658728964648617,MTA_103955
2910,40.7701,-73.960654,2014-08-01 12:59:45,5249,892.722344198684,1,IN_PROGRESS,MTA NYCT_M72,MTA NYCT_MQ_C4-Weekday-053000_M72_105,15.713338943374765,MTA_402300
2911,40.868977,-73.831271,2014-08-01 12:59:50,4424,"2,512.5164605951",1,IN_PROGRESS,MTA NYCT_BX26,MTA NYCT_GH_C4-Weekday-052800_BX26_111,244.48246095184004,MTA_103641
2912,40.88489,-73.900753,2014-08-01 12:59:50,5582,"7,541.55211592955",0,IN_PROGRESS,MTA NYCT_BX9,MTA NYCT_KB_C4-Weekday-048900_BX9_18,13.358287137732987,MTA_100585
2913,40.57239,-74.141865,2014-08-01 12:59:54,4513,"11,518.8644903391",1,IN_PROGRESS,MTA NYCT_S74,MTA NYCT_CH_C4-Weekday-049500_S7484_701,417.2247251038207,MTA_203646
2914,40.865544,-73.83086,2014-08-01 13:00:04,4768,"10,709.8616078114",0,IN_PROGRESS,MTA NYCT_BX12+,MTA NYCT_GH_C4-Weekday-049200_SBS12_206,682.1504307651921,MTA_902088
2915,40.862775,-73.901606,2014-08-01 13:00:05,5757,704.99329180727,0,IN_PROGRESS,MTA NYCT_BX12,MTA NYCT_GH_C4-Weekday-052200_BX12_10,21.416656624402094,MTA_104328
